DGNS_CD,CC_CD,ACC_CD,DGNS_CD_EFF_STRT_DT,DGNS_CD_EFF_END_DT,MIN_AGE_DGNS_INCLUDE,MAX_AGE_DGNS_EXCLUDE,CC_AGE_SPLIT_MIN_AGE_INC,CC_AGE_SPLIT_MAX_AGE_EXC,CC_SEX_SPLIT
D57811,71,0,2025-10-01,2027-12-31,0,999,0,999,X
D57812,71,0,2025-10-01,2027-12-31,0,999,0,999,X
D57813,71,0,2025-10-01,2027-12-31,0,999,0,999,X
D57814,71,0,2025-10-01,2027-12-31,0,999,0,999,X
D57818,71,0,2025-10-01,2027-12-31,0,999,0,999,X
D57819,71,0,2025-10-01,2027-12-31,0,999,0,999,X
D590,69,0,2015-10-01,2027-12-31,0,999,0,999,X
D5910,69,0,2020-10-01,2027-12-31,0,999,0,999,X
D5911,69,0,2020-10-01,2027-12-31,0,999,0,999,X
D5912,69,0,2020-10-01,2027-12-31,0,999,0,999,X
D5913,69,0,2020-10-01,2027-12-31,0,999,0,999,X
D5919,69,0,2020-10-01,2027-12-31,0,999,0,999,X
D592,69,0,2015-10-01,2027-12-31,0,999,0,999,X
D593,69,0,2015-10-01,2022-09-30,0,999,0,999,X
D5930,69,0,2022-10-01,2027-12-31,0,999,0,999,X
D5931,69,0,2022-10-01,2027-12-31,0,999,0,999,X
D5932,69,0,2022-10-01,2027-12-31,0,999,0,999,X
D5939,69,0,2022-10-01,2027-12-31,0,999,0,999,X
D594,69,0,2015-10-01,2027-12-31,0,999,0,999,X
D595,69,0,2015-10-01,2027-12-31,0,999,0,999,X
D596,69,0,2015-10-01,2027-12-31,0,999,0,999,X
D598,69,0,2015-10-01,2027-12-31,0,999,0,999,X
D599,69,0,2015-10-01,2027-12-31,0,999,0,999,X
D600,68,0,2015-10-01,2027-12-31,0,999,0,999,X
D601,68,0,2015-10-01,2027-12-31,0,999,0,999,X
D608,68,0,2015-10-01,2027-12-31,0,999,0,999,X
D609,68,0,2015-10-01,2027-12-31,0,999,0,999,X
D6101,68,0,2015-10-01,2027-12-31,0,999,0,999,X
D6102,68,0,2023-10-01,2027-12-31,0,999,0,999,X
D6103,68,0,2024-10-01,2027-12-31,0,999,0,999,X
D6109,68,0,2015-10-01,2027-12-31,0,999,0,999,X
D611,68,0,2015-10-01,2027-12-31,0,999,0,999,X
D612,68,0,2015-10-01,2027-12-31,0,999,0,999,X
D613,68,0,2015-10-01,2027-12-31,0,999,0,999,X
D6182,68,0,2015-10-01,2027-12-31,0,999,0,999,X
D6189,68,0,2015-10-01,2027-12-31,0,999,0,999,X
D619,68,0,2015-10-01,2027-12-31,0,999,0,999,X
D640,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D641,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D642,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D643,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D65,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D66,66,0,2015-10-01,2027-12-31,0,999,0,999,male
D66,75,0,2015-10-01,2027-12-31,0,999,0,999,female
D67,66,0,2015-10-01,2027-12-31,0,999,0,999,male
D67,75,0,2015-10-01,2027-12-31,0,999,0,999,female
D680,75,0,2015-10-01,2022-09-30,0,999,0,999,X
D6800,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D6801,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D68020,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D68021,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D68022,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D68023,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D68029,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D6803,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D6804,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D6809,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D681,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D682,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D68311,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D68312,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D68318,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D6832,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D684,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D6851,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D6852,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D6859,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D6861,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D6862,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D6869,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D688,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D689,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D691,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D693,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D6941,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D6942,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D6949,75,0,2015-10-01,2027-12-31,0,999,0,999,X
D700,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D704,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D71,74,0,2015-10-01,2025-09-30,0,999,0,999,X
D711,74,0,2025-10-01,2027-12-31,0,999,0,999,X
D718,74,0,2025-10-01,2027-12-31,0,999,0,999,X
D719,74,0,2025-10-01,2027-12-31,0,999,0,999,X
D720,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D7581,67,0,2015-10-01,2027-12-31,0,999,0,999,X
D7582,75,0,2015-10-01,2022-09-30,0,999,0,999,X
D75821,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D75822,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D75828,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D75829,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D7584,75,0,2022-10-01,2027-12-31,0,999,0,999,X
D761,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D762,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D763,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D800,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D801,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D802,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D803,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D804,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D805,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D806,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D807,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D808,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D809,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D810,73,0,2015-10-01,2027-12-31,0,999,0,999,X
D811,73,0,2015-10-01,2027-12-31,0,999,0,999,X
D812,73,0,2015-10-01,2027-12-31,0,999,0,999,X
D8130,73,0,2019-10-01,2027-12-31,0,999,0,999,X
D8131,73,0,2019-10-01,2027-12-31,0,999,0,999,X
D8132,73,0,2019-10-01,2027-12-31,0,999,0,999,X
D8139,73,0,2019-10-01,2027-12-31,0,999,0,999,X
D814,73,0,2015-10-01,2027-12-31,0,999,0,999,X
D815,73,0,2015-10-01,2027-12-31,0,999,0,999,X
D816,73,0,2015-10-01,2027-12-31,0,999,0,999,X
D817,73,0,2015-10-01,2027-12-31,0,999,0,999,X
D8182,73,0,2022-10-01,2027-12-31,0,999,0,999,X
D8189,73,0,2015-10-01,2027-12-31,0,999,0,999,X
D819,73,0,2015-10-01,2027-12-31,0,999,0,999,X
D820,73,0,2015-10-01,2027-12-31,0,999,0,999,X
D821,73,0,2015-10-01,2027-12-31,0,999,0,999,X
D822,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D823,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D824,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D828,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D829,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D830,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D831,73,0,2015-10-01,2027-12-31,0,999,0,999,X
D832,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D838,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D839,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D840,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D841,29,0,2015-10-01,2027-12-31,0,999,0,999,X
D8481,74,0,2020-10-01,2027-12-31,0,999,0,999,X
D84821,74,0,2020-10-01,2027-12-31,0,999,0,999,X
D84822,74,0,2020-10-01,2027-12-31,0,999,0,999,X
D8489,74,0,2020-10-01,2027-12-31,0,999,0,999,X
D849,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D860,162,0,2015-10-01,2027-12-31,0,999,0,999,X
D862,162,0,2015-10-01,2027-12-31,0,999,0,999,X
D8681,4,0,2015-10-01,2027-12-31,0,999,0,999,X
D8682,115,0,2015-10-01,2027-12-31,0,999,0,999,X
D8685,135,0,2015-10-01,2027-12-31,0,999,0,999,X
D893,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D8940,74,0,2016-10-01,2027-12-31,0,999,0,999,X
D8941,74,0,2016-10-01,2027-12-31,0,999,0,999,X
D8942,74,0,2016-10-01,2027-12-31,0,999,0,999,X
D8943,74,0,2016-10-01,2027-12-31,0,999,0,999,X
D8944,74,0,2021-10-01,2027-12-31,0,999,0,999,X
D8949,74,0,2016-10-01,2027-12-31,0,999,0,999,X
D89810,251,0,2015-10-01,2027-12-31,0,999,0,999,X
D89811,251,0,2015-10-01,2027-12-31,0,999,0,999,X
D89812,251,0,2015-10-01,2027-12-31,0,999,0,999,X
D89813,251,0,2015-10-01,2027-12-31,0,999,0,999,X
D8982,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D8984,74,0,2023-10-01,2027-12-31,0,999,0,999,X
D8989,74,0,2015-10-01,2027-12-31,0,999,0,999,X
D899,74,0,2015-10-01,2027-12-31,0,999,0,999,X
E035,30,0,2015-10-01,2027-12-31,0,999,0,999,X
E0800,19,0,2015-10-01,2027-12-31,0,999,0,999,X
E0801,19,0,2015-10-01,2027-12-31,0,999,0,999,X
E0810,19,0,2015-10-01,2027-12-31,0,999,0,999,X
E0811,19,0,2015-10-01,2027-12-31,0,999,0,999,X
E0821,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0822,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0829,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E08311,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E08319,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E083211,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083212,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083213,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083219,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083291,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083292,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083293,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083299,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083311,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083312,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083313,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083319,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083391,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083392,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083393,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083399,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083411,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083412,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083413,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083419,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083491,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083492,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083493,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083499,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083511,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083512,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083513,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083519,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083521,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083522,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083523,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083529,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083531,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083532,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083533,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083539,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083541,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083542,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083543,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083549,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083551,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083552,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083553,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083559,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083591,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083592,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083593,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E083599,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E0836,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0837X1,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E0837X2,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E0837X3,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E0837X9,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E0839,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0840,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0841,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0842,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0843,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0844,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0849,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0851,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0852,20,153,2015-10-01,2027-12-31,0,999,0,999,X
E0859,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E08610,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E08618,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E08620,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E08621,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E08622,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E08628,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E08630,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E08638,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E08641,19,0,2015-10-01,2027-12-31,0,999,0,999,X
E08649,21,0,2015-10-01,2027-12-31,0,999,0,999,X
E0865,21,0,2015-10-01,2027-12-31,0,999,0,999,X
E0869,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E088,21,0,2015-10-01,2027-12-31,0,999,0,999,X
E089,21,0,2015-10-01,2027-12-31,0,999,0,999,X
E0900,19,0,2015-10-01,2027-12-31,0,999,0,999,X
E0901,19,0,2015-10-01,2027-12-31,0,999,0,999,X
E0910,19,0,2015-10-01,2027-12-31,0,999,0,999,X
E0911,19,0,2015-10-01,2027-12-31,0,999,0,999,X
E0921,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0922,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0929,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E09311,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E09319,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E093211,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093212,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093213,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093219,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093291,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093292,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093293,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093299,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093311,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093312,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093313,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093319,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093391,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093392,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093393,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093399,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093411,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093412,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093413,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093419,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093491,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093492,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093493,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093499,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093511,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093512,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093513,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093519,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093521,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093522,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093523,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093529,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093531,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093532,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093533,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093539,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093541,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093542,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093543,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093549,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093551,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093552,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093553,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093559,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093591,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093592,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093593,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E093599,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E0936,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0937X1,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E0937X2,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E0937X3,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E0937X9,20,0,2016-10-01,2027-12-31,0,999,0,999,X
E0939,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0940,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0941,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0942,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0943,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0944,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0949,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0951,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E0952,20,153,2015-10-01,2027-12-31,0,999,0,999,X
E0959,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E09610,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E09618,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E09620,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E09621,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E09622,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E09628,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E09630,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E09638,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E09641,19,0,2015-10-01,2027-12-31,0,999,0,999,X
E09649,21,0,2015-10-01,2027-12-31,0,999,0,999,X
E0965,21,0,2015-10-01,2027-12-31,0,999,0,999,X
E0969,20,0,2015-10-01,2027-12-31,0,999,0,999,X
E098,21,0,2015-10-01,2027-12-31,0,999,0,999,X
E099,21,0,2015-10-01,2027-12-31,0,999,0,999,X
E1010,19,0,2015-10-01,2027-12-31,0,999,0,21,X
E1010,22,19,2015-10-01,2027-12-31,0,999,21,999,X
E1011,19,0,2015-10-01,2027-12-31,0,999,0,21,X
E1011,22,19,2015-10-01,2027-12-31,0,999,21,999,X
E1021,20,0,2015-10-01,2027-12-31,0,999,0,21,X
E1021,22,20,2015-10-01,2027-12-31,0,999,21,999,X
E1022,20,0,2015-10-01,2027-12-31,0,999,0,21,X
E1022,22,20,2015-10-01,2027-12-31,0,999,21,999,X
E1029,20,0,2015-10-01,2027-12-31,0,999,0,21,X
E1029,22,20,2015-10-01,2027-12-31,0,999,21,999,X
E10311,20,0,2015-10-01,2027-12-31,0,999,0,21,X
E10311,22,20,2015-10-01,2027-12-31,0,999,21,999,X
E10319,20,0,2015-10-01,2027-12-31,0,999,0,21,X
E10319,22,20,2015-10-01,2027-12-31,0,999,21,999,X
E103211,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103211,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103212,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103212,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103213,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103213,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103219,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103219,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103291,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103291,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103292,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103292,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103293,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103293,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103299,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103299,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103311,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103311,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103312,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103312,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103313,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103313,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103319,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103319,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103391,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103391,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103392,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103392,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103393,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103393,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103399,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103399,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103411,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103411,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103412,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103412,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103413,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103413,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103419,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103419,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103491,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103491,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103492,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103492,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103493,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103493,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103499,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103499,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103511,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103511,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103512,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103512,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103513,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103513,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103519,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103519,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103521,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103521,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103522,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103522,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103523,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103523,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103529,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103529,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103531,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103531,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103532,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103532,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103533,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103533,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103539,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103539,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103541,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103541,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103542,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103542,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103543,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103543,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103549,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103549,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103551,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103551,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103552,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103552,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103553,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103553,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103559,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103559,22,20,2016-10-01,2027-12-31,0,999,21,999,X
E103591,20,0,2016-10-01,2027-12-31,0,999,0,21,X
E103591,22,20,2016-10-01,2027-12-31,0,999,21,999,X
