DGNS_CD,CC_CD,ACC_CD,DGNS_CD_EFF_STRT_DT,DGNS_CD_EFF_END_DT,MIN_AGE_DGNS_INCLUDE,MAX_AGE_DGNS_EXCLUDE,CC_AGE_SPLIT_MIN_AGE_INC,CC_AGE_SPLIT_MAX_AGE_EXC,CC_SEX_SPLIT
C43111,13,0,2018-10-01,2027-12-31,0,999,0,999,X
C43112,13,0,2018-10-01,2027-12-31,0,999,0,999,X
C43121,13,0,2018-10-01,2027-12-31,0,999,0,999,X
C43122,13,0,2018-10-01,2027-12-31,0,999,0,999,X
C4320,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4321,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4322,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4330,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4331,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4339,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C434,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4351,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4352,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4359,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4360,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4361,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4362,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4370,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4371,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4372,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C438,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C439,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C450,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C451,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C452,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C457,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C459,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C460,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C461,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C462,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C463,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C464,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4650,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4651,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4652,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C467,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C469,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C470,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4710,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4711,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4712,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4720,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4721,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4722,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C473,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C474,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C475,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C476,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C478,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C479,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C480,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C481,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C482,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C488,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C490,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4910,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4911,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4912,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4920,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4921,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4922,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C493,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C494,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C495,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C496,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C498,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C499,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C49A0,10,0,2016-10-01,2027-12-31,0,999,0,999,X
C49A1,10,0,2016-10-01,2027-12-31,0,999,0,999,X
C49A2,10,0,2016-10-01,2027-12-31,0,999,0,999,X
C49A3,10,0,2016-10-01,2027-12-31,0,999,0,999,X
C49A4,10,0,2016-10-01,2027-12-31,0,999,0,999,X
C49A5,10,0,2016-10-01,2027-12-31,0,999,0,999,X
C49A9,10,0,2016-10-01,2027-12-31,0,999,0,999,X
C4A0,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A10,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A111,12,0,2018-10-01,2027-12-31,0,999,0,999,X
C4A112,12,0,2018-10-01,2027-12-31,0,999,0,999,X
C4A121,12,0,2018-10-01,2027-12-31,0,999,0,999,X
C4A122,12,0,2018-10-01,2027-12-31,0,999,0,999,X
C4A20,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A21,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A22,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A30,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A31,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A39,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A4,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A51,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A52,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A59,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A60,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A61,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A62,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A70,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A71,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A72,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A8,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C4A9,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C50011,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50011,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50012,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50012,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50019,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50019,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50021,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50021,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50022,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50022,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50029,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50029,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50111,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50111,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50112,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50112,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50119,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50119,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50121,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50121,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50122,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50122,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50129,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50129,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50211,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50211,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50212,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50212,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50219,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50219,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50221,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50221,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50222,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50222,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50229,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50229,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50311,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50311,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50312,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50312,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50319,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50319,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50321,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50321,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50322,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50322,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50329,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50329,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50411,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50411,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50412,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50412,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50419,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50419,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50421,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50421,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50422,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50422,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50429,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50429,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50511,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50511,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50512,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50512,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50519,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50519,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50521,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50521,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50522,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50522,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50529,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50529,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50611,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50611,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50612,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50612,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50619,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50619,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50621,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50621,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50622,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50622,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50629,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50629,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50811,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50811,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50812,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50812,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50819,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50819,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50821,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50821,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50822,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50822,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50829,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50829,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50911,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50911,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50912,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50912,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50919,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50919,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50921,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50921,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50922,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50922,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50929,11,0,2015-10-01,2027-12-31,0,999,0,50,X
C50929,12,0,2015-10-01,2027-12-31,0,999,50,999,X
C50A0,11,0,2025-10-01,2027-12-31,0,999,0,50,X
C50A0,12,0,2025-10-01,2027-12-31,0,999,50,999,X
C50A1,11,0,2025-10-01,2027-12-31,0,999,0,50,X
C50A1,12,0,2025-10-01,2027-12-31,0,999,50,999,X
C50A2,11,0,2025-10-01,2027-12-31,0,999,0,50,X
C50A2,12,0,2025-10-01,2027-12-31,0,999,50,999,X
C510,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C511,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C512,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C518,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C519,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C52,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C530,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C531,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C538,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C539,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C540,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C541,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C542,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C543,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C548,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C549,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C55,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C561,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C562,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C563,11,0,2021-10-01,2027-12-31,0,999,0,999,X
C569,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C5700,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C5701,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C5702,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C5710,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C5711,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C5712,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C5720,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C5721,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C5722,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C573,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C574,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C577,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C578,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C579,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C58,11,0,2015-10-01,2027-12-31,9,65,0,999,X
C600,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C601,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C602,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C608,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C609,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C61,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6200,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6201,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6202,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6210,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6211,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6212,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6290,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6291,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6292,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6300,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6301,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6302,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6310,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6311,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C6312,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C632,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C637,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C638,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C639,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C641,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C642,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C649,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C651,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C652,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C659,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C661,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C662,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C669,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C670,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C671,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C672,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C673,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C674,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C675,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C676,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C677,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C678,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C679,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C680,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C681,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C688,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C689,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6900,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6901,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6902,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6910,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6911,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6912,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6920,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6921,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6922,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6930,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6931,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6932,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6940,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6941,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6942,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6950,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6951,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6952,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6960,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6961,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6962,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6980,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6981,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6982,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6990,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6991,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C6992,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C700,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C701,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C709,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C710,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C711,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C712,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C713,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C714,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C715,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C716,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C717,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C718,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C719,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C720,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C721,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C7220,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C7221,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C7222,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C7230,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C7231,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C7232,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C7240,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C7241,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C7242,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C7250,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C7259,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C729,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C73,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C7400,10,0,2015-10-01,2027-12-31,0,999,18,999,X
C7400,9,0,2015-10-01,2027-12-31,0,999,0,18,X
C7401,10,0,2015-10-01,2027-12-31,0,999,18,999,X
C7401,9,0,2015-10-01,2027-12-31,0,999,0,18,X
C7402,10,0,2015-10-01,2027-12-31,0,999,18,999,X
C7402,9,0,2015-10-01,2027-12-31,0,999,0,18,X
C7410,10,0,2015-10-01,2027-12-31,0,999,18,999,X
C7410,9,0,2015-10-01,2027-12-31,0,999,0,18,X
C7411,10,0,2015-10-01,2027-12-31,0,999,18,999,X
C7411,9,0,2015-10-01,2027-12-31,0,999,0,18,X
C7412,10,0,2015-10-01,2027-12-31,0,999,18,999,X
C7412,9,0,2015-10-01,2027-12-31,0,999,0,18,X
C7490,10,0,2015-10-01,2027-12-31,0,999,18,999,X
C7490,9,0,2015-10-01,2027-12-31,0,999,0,18,X
C7491,10,0,2015-10-01,2027-12-31,0,999,18,999,X
C7491,9,0,2015-10-01,2027-12-31,0,999,0,18,X
C7492,10,0,2015-10-01,2027-12-31,0,999,18,999,X
C7492,9,0,2015-10-01,2027-12-31,0,999,0,18,X
C750,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C751,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C752,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C753,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C754,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C755,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C758,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C759,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C760,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C761,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C762,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C763,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C7640,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C7641,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C7642,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C7650,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C7651,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C7652,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C768,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C770,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C771,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C772,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C773,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C774,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C775,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C778,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C779,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7800,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7801,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7802,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C781,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C782,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7830,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7839,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C784,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C785,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C786,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C787,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7880,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7889,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7900,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7901,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7902,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7910,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7911,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7919,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C792,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7931,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7932,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7940,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7949,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7951,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7952,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7960,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7961,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7962,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7963,8,0,2021-10-01,2027-12-31,0,999,0,999,X
C7970,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7971,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7972,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7981,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7982,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7989,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C799,8,0,2015-10-01,2027-12-31,0,999,0,999,X
C7A00,12,0,2015-10-01,2027-12-31,0,999,0,999,X
C7A010,12,0,2015-10-01,2027-12-31,0,999,0,999,X
